0,200,0,0,100,0,0,100,400
0,100,0,0,0,0,0,0,400
0,100,0,0,0,400,0,100,400
0,100,400,0,0,400,0,0,800
400,200,800,400,100,800,400,100,400
400,100,800,400,0,800,400,0,400
400,100,800,400,0,400,400,100,400
400,100,400,400,0,400,400,0,0
400,200,0,400,100,0,200,100,0
400,100,0,400,0,0,200,0,0
400,100,0,200,0,0,200,100,0
200,100,0,200,0,0,0,0,0
400,0,800,200,0,800,200,0,400
200,0,800,0,0,800,0,0,400
200,0,800,0,0,400,200,0,400
200,0,400,0,0,400,0,0,0
400,200,800,400,200,400,200,200,400
400,200,400,400,200,0,200,200,0
400,200,400,200,200,0,200,200,400
200,200,400,200,200,0,0,200,0
0,0,800,0,-50,800,0,-50,1150
0,-50,800,0,-100,800,0,-100,1150
0,-50,800,0,-100,1150,0,-50,1150
0,-50,1150,0,-100,1150,0,-100,1500
400,0,1500,400,-50,1500,400,-50,1150
400,-50,1500,400,-100,1500,400,-100,1150
400,-50,1500,400,-100,1150,400,-50,1150
400,-50,1150,400,-100,1150,400,-100,800
400,0,800,400,-50,800,200,-50,800
400,-50,800,400,-100,800,200,-100,800
400,-50,800,200,-100,800,200,-50,800
200,-50,800,200,-100,800,0,-100,800
400,-100,1500,200,-100,1500,200,-100,1150
200,-100,1500,0,-100,1500,0,-100,1150
200,-100,1500,0,-100,1150,200,-100,1150
200,-100,1150,0,-100,1150,0,-100,800
400,300,1500,400,300,1150,200,300,1150
400,300,1150,400,300,800,200,300,800
400,300,1150,200,300,800,200,300,1150
200,300,1150,200,300,800,0,300,800
550,200,800,550,100,800,475,100,800
550,100,800,550,0,800,475,0,800
550,100,800,475,0,800,475,100,800
475,100,800,475,0,800,400,0,800
550,200,1500,550,100,1500,550,100,1150
550,100,1500,550,0,1500,550,0,1150
550,100,1500,550,0,1150,550,100,1150
550,100,1150,550,0,1150,550,0,800
550,0,1500,475,0,1500,475,0,1150
475,0,1500,400,0,1500,400,0,1150
475,0,1500,400,0,1150,475,0,1150
475,0,1150,400,0,1150,400,0,800
550,200,1500,550,200,1150,475,200,1150
550,200,1150,550,200,800,475,200,800
550,200,1150,475,200,800,475,200,1150
475,200,1150,475,200,800,400,200,800
400,300,1500,400,250,1500,400,250,1150
400,250,1500,400,200,1500,400,200,1150
400,250,1500,400,200,1150,400,250,1150
400,250,1150,400,200,1150,400,200,800
-150,200,800,-150,100,800,-150,100,1150
-150,100,800,-150,0,800,-150,0,1150
-150,100,800,-150,0,1150,-150,100,1150
-150,100,1150,-150,0,1150,-150,0,1500
0,200,800,0,100,800,-75,100,800
0,100,800,0,0,800,-75,0,800
0,100,800,-75,0,800,-75,100,800
-75,100,800,-75,0,800,-150,0,800
0,0,1500,-75,0,1500,-75,0,1150
-75,0,1500,-150,0,1500,-150,0,1150
-75,0,1500,-150,0,1150,-75,0,1150
-75,0,1150,-150,0,1150,-150,0,800
0,200,1500,0,200,1150,-75,200,1150
0,200,1150,0,200,800,-75,200,800
0,200,1150,-75,200,800,-75,200,1150
-75,200,1150,-75,200,800,-150,200,800
0,300,800,0,250,800,0,250,1150
0,250,800,0,200,800,0,200,1150
0,250,800,0,200,1150,0,250,1150
0,250,1150,0,200,1150,0,200,1500
100,200,1500,100,100,1500,100,100,1650
100,100,1500,100,2.81218603959132E-09,1500,100,2.81218603959132E-09,1650
100,100,1500,100,2.81218603959132E-09,1650,100,100,1650
100,100,1650,100,2.81218603959132E-09,1650,100,2.81218603959132E-09,1800
100,200,1800,100,100,1800,200,100,1800
100,100,1800,100,2.81218603959132E-09,1800,200,2.81218603959132E-09,1800
100,100,1800,200,2.81218603959132E-09,1800,200,100,1800
200,100,1800,200,2.81218603959132E-09,1800,300,2.81218603959132E-09,1800
300,200,1800,300,100,1800,300,100,1650
300,100,1800,300,2.81218603959132E-09,1800,300,2.81218603959132E-09,1650
300,100,1800,300,2.81218603959132E-09,1650,300,100,1650
300,100,1650,300,2.81218603959132E-09,1650,300,2.81218603959132E-09,1500
300,2.81218603959132E-09,1800,200,2.81218603959132E-09,1800,200,2.81218603959132E-09,1650
200,2.81218603959132E-09,1800,100,2.81218603959132E-09,1800,100,2.81218603959132E-09,1650
200,2.81218603959132E-09,1800,100,2.81218603959132E-09,1650,200,2.81218603959132E-09,1650
200,2.81218603959132E-09,1650,100,2.81218603959132E-09,1650,100,2.81218603959132E-09,1500
300,200,1800,300,200,1650,200,200,1650
300,200,1650,300,200,1500,200,200,1500
300,200,1650,200,200,1500,200,200,1650
200,200,1650,200,200,1500,100,200,1500
400,300,800,400,250,800,200,250,800
400,250,800,400,200,800,200,200,800
400,250,800,200,200,800,200,250,800
200,250,800,200,200,800,0,200,800
0,0,1500,0,100,1500,-75,100,1500
0,100,1500,0,200,1500,-75,200,1500
0,100,1500,-75,200,1500,-75,100,1500
-75,100,1500,-75,200,1500,-150,200,1500
0,-100,1500,50,-50,1500,0,-50,1500
50,-50,1500,100,2.81218603959132E-09,1500,50,1.40609301979566E-09,1500
50,-50,1500,50,1.40609301979566E-09,1500,0,-50,1500
0,-50,1500,50,1.40609301979566E-09,1500,0,0,1500
0,-100,1500,200,-100,1500,150,-50,1500
200,-100,1500,400,-100,1500,350,-50,1500
200,-100,1500,350,-50,1500,150,-50,1500
150,-50,1500,350,-50,1500,300,2.81218603959132E-09,1500
0,200,1500,0,100,1500,50,100,1500
0,100,1500,0,0,1500,50,1.40609301979566E-09,1500
0,100,1500,50,1.40609301979566E-09,1500,50,100,1500
50,100,1500,50,1.40609301979566E-09,1500,100,2.81218603959132E-09,1500
100,200,1500,200,200,1500,250,250,1500
200,200,1500,300,200,1500,350,250,1500
200,200,1500,350,250,1500,250,250,1500
250,250,1500,350,250,1500,400,300,1500
0,200,1500,50,200,1500,0,250,1500
50,200,1500,100,200,1500,50,250,1500
50,200,1500,50,250,1500,0,250,1500
0,250,1500,50,250,1500,0,300,1500
400,0,1500,350,1.40609301979566E-09,1500,400,-50,1500
350,1.40609301979566E-09,1500,300,2.81218603959132E-09,1500,350,-50,1500
350,1.40609301979566E-09,1500,350,-50,1500,400,-50,1500
400,-50,1500,350,-50,1500,400,-100,1500
400,0,1500,400,100,1500,350,100,1500
400,100,1500,400,200,1500,350,200,1500
400,100,1500,350,200,1500,350,100,1500
350,100,1500,350,200,1500,300,200,1500
550,0,1500,550,100,1500,475,100,1500
550,100,1500,550,200,1500,475,200,1500
550,100,1500,475,200,1500,475,100,1500
475,100,1500,475,200,1500,400,200,1500
400,300,1500,350,250,1500,400,250,1500
350,250,1500,300,200,1500,350,200,1500
350,250,1500,350,200,1500,400,250,1500
400,250,1500,350,200,1500,400,200,1500
0,200,0,0,100,400,0,200,400
0,100,400,0,0,800,0,100,800
0,100,400,0,100,800,0,200,400
0,200,400,0,100,800,0,200,800
400,200,800,400,100,400,400,200,400
400,100,400,400,0,0,400,100,0
400,100,400,400,100,0,400,200,400
400,200,400,400,100,0,400,200,0
400,200,0,200,100,0,200,200,0
200,100,0,0,0,0,0,100,0
200,100,0,0,100,0,200,200,0
200,200,0,0,100,0,0,200,0
400,0,800,200,0,400,400,0,400
200,0,400,0,0,0,200,0,0
200,0,400,200,0,0,400,0,400
400,0,400,200,0,0,400,0,0
400,200,800,200,200,400,200,200,800
200,200,400,0,200,0,0,200,400
200,200,400,0,200,400,200,200,800
200,200,800,0,200,400,0,200,800
0,0,800,0,-50,1150,0,0,1150
0,-50,1150,0,-100,1500,0,-50,1500
0,-50,1150,0,-50,1500,0,0,1150
0,0,1150,0,-50,1500,0,0,1500
400,0,1500,400,-50,1150,400,0,1150
400,-50,1150,400,-100,800,400,-50,800
400,-50,1150,400,-50,800,400,0,1150
400,0,1150,400,-50,800,400,0,800
400,0,800,200,-50,800,200,0,800
200,-50,800,0,-100,800,0,-50,800
200,-50,800,0,-50,800,200,0,800
200,0,800,0,-50,800,0,0,800
400,-100,1500,200,-100,1150,400,-100,1150
200,-100,1150,0,-100,800,200,-100,800
200,-100,1150,200,-100,800,400,-100,1150
400,-100,1150,200,-100,800,400,-100,800
400,300,1500,200,300,1150,200,300,1500
200,300,1150,0,300,800,0,300,1150
200,300,1150,0,300,1150,200,300,1500
200,300,1500,0,300,1150,0,300,1500
550,200,800,475,100,800,475,200,800
475,100,800,400,0,800,400,100,800
475,100,800,400,100,800,475,200,800
475,200,800,400,100,800,400,200,800
550,200,1500,550,100,1150,550,200,1150
550,100,1150,550,0,800,550,100,800
550,100,1150,550,100,800,550,200,1150
550,200,1150,550,100,800,550,200,800
550,0,1500,475,0,1150,550,0,1150
475,0,1150,400,0,800,475,0,800
475,0,1150,475,0,800,550,0,1150
550,0,1150,475,0,800,550,0,800
550,200,1500,475,200,1150,475,200,1500
475,200,1150,400,200,800,400,200,1150
475,200,1150,400,200,1150,475,200,1500
475,200,1500,400,200,1150,400,200,1500
400,300,1500,400,250,1150,400,300,1150
400,250,1150,400,200,800,400,250,800
400,250,1150,400,250,800,400,300,1150
400,300,1150,400,250,800,400,300,800
-150,200,800,-150,100,1150,-150,200,1150
-150,100,1150,-150,0,1500,-150,100,1500
-150,100,1150,-150,100,1500,-150,200,1150
-150,200,1150,-150,100,1500,-150,200,1500
0,200,800,-75,100,800,-75,200,800
-75,100,800,-150,0,800,-150,100,800
-75,100,800,-150,100,800,-75,200,800
-75,200,800,-150,100,800,-150,200,800
0,0,1500,-75,0,1150,0,0,1150
-75,0,1150,-150,0,800,-75,0,800
-75,0,1150,-75,0,800,0,0,1150
0,0,1150,-75,0,800,0,0,800
0,200,1500,-75,200,1150,-75,200,1500
-75,200,1150,-150,200,800,-150,200,1150
-75,200,1150,-150,200,1150,-75,200,1500
-75,200,1500,-150,200,1150,-150,200,1500
0,300,800,0,250,1150,0,300,1150
0,250,1150,0,200,1500,0,250,1500
0,250,1150,0,250,1500,0,300,1150
0,300,1150,0,250,1500,0,300,1500
100,200,1500,100,100,1650,100,200,1650
100,100,1650,100,2.81218603959132E-09,1800,100,100,1800
100,100,1650,100,100,1800,100,200,1650
100,200,1650,100,100,1800,100,200,1800
100,200,1800,200,100,1800,200,200,1800
200,100,1800,300,2.81218603959132E-09,1800,300,100,1800
200,100,1800,300,100,1800,200,200,1800
200,200,1800,300,100,1800,300,200,1800
300,200,1800,300,100,1650,300,200,1650
300,100,1650,300,2.81218603959132E-09,1500,300,100,1500
300,100,1650,300,100,1500,300,200,1650
300,200,1650,300,100,1500,300,200,1500
300,2.81218603959132E-09,1800,200,2.81218603959132E-09,1650,300,2.81218603959132E-09,1650
200,2.81218603959132E-09,1650,100,2.81218603959132E-09,1500,200,2.81218603959132E-09,1500
200,2.81218603959132E-09,1650,200,2.81218603959132E-09,1500,300,2.81218603959132E-09,1650
300,2.81218603959132E-09,1650,200,2.81218603959132E-09,1500,300,2.81218603959132E-09,1500
300,200,1800,200,200,1650,200,200,1800
200,200,1650,100,200,1500,100,200,1650
200,200,1650,100,200,1650,200,200,1800
200,200,1800,100,200,1650,100,200,1800
400,300,800,200,250,800,200,300,800
200,250,800,0,200,800,0,250,800
200,250,800,0,250,800,200,300,800
200,300,800,0,250,800,0,300,800
0,0,1500,-75,100,1500,-75,0,1500
-75,100,1500,-150,200,1500,-150,100,1500
-75,100,1500,-150,100,1500,-75,0,1500
-75,0,1500,-150,100,1500,-150,0,1500
0,-100,1500,150,-50,1500,50,-50,1500
150,-50,1500,300,2.81218603959132E-09,1500,200,2.81218603959132E-09,1500
150,-50,1500,200,2.81218603959132E-09,1500,50,-50,1500
50,-50,1500,200,2.81218603959132E-09,1500,100,2.81218603959132E-09,1500
0,200,1500,50,100,1500,50,200,1500
50,100,1500,100,2.81218603959132E-09,1500,100,100,1500
50,100,1500,100,100,1500,50,200,1500
50,200,1500,100,100,1500,100,200,1500
100,200,1500,250,250,1500,50,250,1500
250,250,1500,400,300,1500,200,300,1500
250,250,1500,200,300,1500,50,250,1500
50,250,1500,200,300,1500,0,300,1500
400,0,1500,350,100,1500,350,1.40609301979566E-09,1500
350,100,1500,300,200,1500,300,100,1500
350,100,1500,300,100,1500,350,1.40609301979566E-09,1500
350,1.40609301979566E-09,1500,300,100,1500,300,2.81218603959132E-09,1500
550,0,1500,475,100,1500,475,0,1500
475,100,1500,400,200,1500,400,100,1500
475,100,1500,400,100,1500,475,0,1500
475,0,1500,400,100,1500,400,0,1500
